Charades_v1_480,Q18ZQ.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,VINM0.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,FBNUZ.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.38 fps, 44100 Hz
Charades_v1_480,FKM2X.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,9SNMR.mp4, 360x480 [SAR 1:1 DAR 3:4], 29.97 fps, 44100 Hz
Charades_v1_480,G2DIN.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.86 fps, 44100 Hz
Charades_v1_480,5C3NY.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,HBPZJ.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,RW587.mp4, 480x270 [SAR 1:1 DAR 16:9], 60 fps, 48000 Hz
Charades_v1_480,MI4SN.mp4, 480x272 [SAR 901:900 DAR 53:30], 29.97 fps, 44100 Hz
Charades_v1_480,2SKOA.mp4, 480x270 [SAR 1:1 DAR 16:9], 24 fps, 44100 Hz
Charades_v1_480,DH66I.mp4, 360x480 [SAR 1:1 DAR 3:4], 29.97 fps, 44100 Hz
Charades_v1_480,D9EDE.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.80 fps, 44100 Hz
Charades_v1_480,BR8B3.mp4, 270x480 [SAR 1:1 DAR 9:16], 29.97 fps, 44100 Hz
Charades_v1_480,VPJLN.mp4, 270x480 [SAR 406:405 DAR 203:360], 24.02 fps, 44100 Hz
Charades_v1_480,XUTJZ.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,CXSYS.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,J6L8A.mp4, 480x318 [SAR 1:1 DAR 80:53], 30 fps, 44100 Hz
Charades_v1_480,SUYMQ.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,QZY6E.mp4, 480x360, 24 fps, 48000 Hz
Charades_v1_480,ENQUT.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,13XM4.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,35P3Q.mp4, 480x318 [SAR 1:1 DAR 80:53], 30 fps, 44100 Hz
Charades_v1_480,Y0CSN.mp4, 480x270 [SAR 1:1 DAR 16:9], 16.67 fps, 44100 Hz
Charades_v1_480,JTTAP.mp4, 480x270 [SAR 1:1 DAR 16:9], 29 fps, 44100 Hz
Charades_v1_480,RV11J.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,ENJ7V.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.74 fps, 44100 Hz
Charades_v1_480,CDVXN.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 30 fps, 44100 Hz
Charades_v1_480,CG9ZL.mp4, 480x480 [SAR 1:1 DAR 1:1], 30 fps, 44100 Hz
Charades_v1_480,MB281.mp4, 360x480 [SAR 1:1 DAR 3:4], 30 fps, 44100 Hz
Charades_v1_480,I4K7B.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,6EU06.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.95 fps, 44100 Hz
Charades_v1_480,2QXXW.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,8R5DD.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,M2KU5.mp4, 270x480 [SAR 406:405 DAR 203:360], 8.29 fps, 44100 Hz
Charades_v1_480,0OSJY.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,687WB.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,4YL07.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,1EJKT.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,WSB7W.mp4, 270x480 [SAR 406:405 DAR 203:360], 8.27 fps, 44100 Hz
Charades_v1_480,XSBZ1.mp4, 480x360 [SAR 1:1 DAR 4:3], 15 fps, 44100 Hz
Charades_v1_480,HPKU5.mp4, 480x270 [SAR 1:1 DAR 16:9], 16.67 fps, 44100 Hz
Charades_v1_480,4FAWP.mp4, 480x270, 29.97 fps, 44100 Hz
Charades_v1_480,O8PO3.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.86 fps, 44100 Hz
Charades_v1_480,1221S.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,N6R39.mp4, 270x480 [SAR 406:405 DAR 203:360], 23.98 fps, 44100 Hz
Charades_v1_480,IIFVE.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,J1MMG.mp4, 480x360, 30 fps, 48000 Hz
Charades_v1_480,GRBUE.mp4, 360x480 [SAR 1:1 DAR 3:4], 23.93 fps, 44100 Hz
Charades_v1_480,UZRQD.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,W8ZTH.mp4, 320x480 [SAR 1:1 DAR 2:3], 16.53 fps, 44100 Hz
Charades_v1_480,201W8.mp4, 480x272 [SAR 901:900 DAR 53:30], 29.97 fps, 44100 Hz
Charades_v1_480,P0CET.mp4, 480x270 [SAR 639:640 DAR 71:40], 29.97 fps, 44100 Hz
Charades_v1_480,JIR5V.mp4, 480x318 [SAR 1:1 DAR 80:53], 30 fps, 44100 Hz
Charades_v1_480,G2UYF.mp4, 480x270 [SAR 1:1 DAR 16:9], 12 fps, 44100 Hz
Charades_v1_480,F24GU.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,7J5AA.mp4, 480x360 [SAR 1:1 DAR 4:3], 24.05 fps, 44100 Hz
Charades_v1_480,DPCGS.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,ZYVTC.mp4, 270x480 [SAR 406:405 DAR 203:360], 27.33 fps, 44100 Hz
Charades_v1_480,TBRZ5.mp4, 360x480 [SAR 1:1 DAR 3:4], 29.75 fps, 44100 Hz
Charades_v1_480,WIYE2.mp4, 270x480 [SAR 1:1 DAR 9:16], 29.67 fps, 44100 Hz
Charades_v1_480,UX9RI.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,TFQNW.mp4, 270x480 [SAR 406:405 DAR 203:360], 23.86 fps, 44100 Hz
Charades_v1_480,XAW3U.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,4BZI6.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,PPCWE.mp4, 480x270 [SAR 1:1 DAR 16:9], 10.02 fps, 44100 Hz
Charades_v1_480,DL6HP.mp4, 480x360, 30 fps, 48000 Hz
Charades_v1_480,4KO74.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,NYZL3.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.97 fps, 44100 Hz
Charades_v1_480,S1BYH.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 48000 Hz
Charades_v1_480,ZOBZV.mp4, 480x270, 29.97 fps, 44100 Hz
Charades_v1_480,X4YHQ.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,5VJ1X.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,CUSTU.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 23.98 fps, 44100 Hz
Charades_v1_480,BQXVG.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,41ZY4.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,VNYVI.mp4, 480x270 [SAR 1:1 DAR 16:9], 24 fps, 44100 Hz
Charades_v1_480,VGPCG.mp4, 480x360 [SAR 1:1 DAR 4:3], 24 fps, 44100 Hz
Charades_v1_480,1RD2K.mp4, 320x480 [SAR 1:1 DAR 2:3], 25 fps, 44100 Hz
Charades_v1_480,WGJ8T.mp4, 480x270 [SAR 1:1 DAR 16:9], 25 fps, 44100 Hz
Charades_v1_480,W495O.mp4, 480x270, 29.97 fps, 44100 Hz
Charades_v1_480,YBVUE.mp4, 480x360, 24 fps, 48000 Hz
Charades_v1_480,1EX1G.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,W4C5O.mp4, 480x360, 24 fps, 48000 Hz
Charades_v1_480,WWL0M.mp4, 480x270 [SAR 1:1 DAR 16:9], 15.17 fps, 48000 Hz
Charades_v1_480,ZC59Y.mp4, 360x480 [SAR 1:1 DAR 3:4], 30 fps, 44100 Hz
Charades_v1_480,3R7NX.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,MMFQA.mp4, 480x270 [SAR 1:1 DAR 16:9], 24.02 fps, 44100 Hz
Charades_v1_480,E6Q95.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.82 fps, 44100 Hz
Charades_v1_480,KFZ55.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,LURSW.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,11DD3.mp4, 270x480 [SAR 406:405 DAR 203:360], 16.25 fps, 44100 Hz
Charades_v1_480,RYK18.mp4, 480x270 [SAR 1:1 DAR 16:9], 16.63 fps, 44100 Hz
Charades_v1_480,XRG9K.mp4, 480x270 [SAR 1:1 DAR 16:9], 7.81 fps, 44100 Hz
Charades_v1_480,VQOBM.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,M7DIB.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,SZVCR.mp4, 360x480 [SAR 1:1 DAR 3:4], 30 fps, 44100 Hz
Charades_v1_480,IKOAX.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,M8PXK.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,7EBTI.mp4, 480x360, 23.98 fps, 44100 Hz
Charades_v1_480,Z6HEA.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,9IT59.mp4, 270x480 [SAR 404:405 DAR 101:180], 30 fps, 44100 Hz
Charades_v1_480,ZGHLY.mp4, 480x270 [SAR 1:1 DAR 16:9], 26.39 fps, 48000 Hz
Charades_v1_480,4GLAP.mp4, 320x480 [SAR 1:1 DAR 2:3], 6.13 fps, 44100 Hz
Charades_v1_480,MIV2M.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,MX6X6.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,UUPJS.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 29.66 fps, 44100 Hz
Charades_v1_480,OHR82.mp4, 480x360, 30 fps, 48000 Hz
Charades_v1_480,UC33W.mp4, 480x268 [SAR 268:267 DAR 160:89], 30 fps, 44100 Hz
Charades_v1_480,6SWTR.mp4, 360x480 [SAR 1:1 DAR 3:4], 29.97 fps, 44100 Hz
Charades_v1_480,WF8WM.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,NB6F5.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,FPXL7.mp4, 480x360 [SAR 1:1 DAR 4:3], 15.01 fps, 44100 Hz
Charades_v1_480,JIWY2.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,RDHNQ.mp4, 480x360 [SAR 1:1 DAR 4:3], 24 fps, 44100 Hz
Charades_v1_480,B17UQ.mp4, 270x480 [SAR 406:405 DAR 203:360], 20.50 fps, 44100 Hz
Charades_v1_480,LKJE2.mp4, 480x270, 29.97 fps, 44100 Hz
Charades_v1_480,G93A5.mp4, 270x480 [SAR 1:1 DAR 9:16], 30 fps, 44100 Hz
Charades_v1_480,D4LRR.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,969Z9.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,74GN1.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 24.03 fps, 44100 Hz
Charades_v1_480,V7LTE.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,ZZ4GP.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,CMI7U.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,DEQ73.mp4, 270x480 [SAR 1:1 DAR 9:16], 29.30 fps, 44100 Hz
Charades_v1_480,VTYXW.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,QLQNJ.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,VU0UY.mp4, 480x360 [SAR 1:1 DAR 4:3], 24.04 fps, 44100 Hz
Charades_v1_480,2MNJT.mp4, 480x360, 24 fps, 48000 Hz
Charades_v1_480,CBLSW.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,3WAWR.mp4, 480x360, 24 fps, 48000 Hz
Charades_v1_480,D0SCK.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,UJ69X.mp4, 480x360 [SAR 1:1 DAR 4:3], 25 fps, 44100 Hz
Charades_v1_480,G4KE3.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,XF93D.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,1X0M3.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,RQJWI.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,0QA8P.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 25 fps, 44100 Hz
Charades_v1_480,LECWG.mp4, 480x270 [SAR 1:1 DAR 16:9], 16.64 fps, 44100 Hz
Charades_v1_480,EJPO8.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,BCQWJ.mp4, 480x360 [SAR 1:1 DAR 4:3], 15.08 fps, 44100 Hz
Charades_v1_480,EQ1G5.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,UG4M2.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,FDNWD.mp4, 360x480 [SAR 1:1 DAR 3:4], 25 fps, 48000 Hz
Charades_v1_480,AQIV7.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,E1TJI.mp4, 480x270 [SAR 1:1 DAR 16:9], 16.67 fps, 44100 Hz
Charades_v1_480,3UXL9.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.94 fps, 44100 Hz
Charades_v1_480,6KJGX.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,GF6TR.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.35 fps, 44100 Hz
Charades_v1_480,PIJRH.mp4, 270x480, 24 fps, 44100 Hz
Charades_v1_480,R4SJJ.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,GBGI9.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,9M5UE.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,61IVZ.mp4, 320x480 [SAR 1:1 DAR 2:3], 17 fps, 44100 Hz
Charades_v1_480,K6DF2.mp4, 480x360 [SAR 1:1 DAR 4:3], 18.59 fps, 44100 Hz
Charades_v1_480,G30NS.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,AGN7Y.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.95 fps, 44100 Hz
Charades_v1_480,CEQM1.mp4, 480x270 [SAR 1:1 DAR 16:9], 24 fps, 44100 Hz
Charades_v1_480,OGA0C.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.92 fps, 48000 Hz
Charades_v1_480,WKSFS.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,KELYK.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,TZL6H.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,1SVJS.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 24 fps, 44100 Hz
Charades_v1_480,0HR01.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 29.91 fps, 44100 Hz
Charades_v1_480,BIL5H.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,G8O8P.mp4, 270x480 [SAR 406:405 DAR 203:360], 24.02 fps, 44100 Hz
Charades_v1_480,XZ0KV.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.32 fps, 44100 Hz
Charades_v1_480,5C6IS.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,5U92L.mp4, 480x360 [SAR 1:1 DAR 4:3], 15 fps, 44100 Hz
Charades_v1_480,5VS8B.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,ETS92.mp4, 270x480 [SAR 406:405 DAR 203:360], 20.22 fps, 44100 Hz
Charades_v1_480,YW5QQ.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,E9UYZ.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.85 fps, 44100 Hz
Charades_v1_480,XU2MV.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,64HO1.mp4, 480x270, 29.97 fps, 44100 Hz
Charades_v1_480,IAFF1.mp4, 480x360 [SAR 1:1 DAR 4:3], 15.07 fps, 44100 Hz
Charades_v1_480,RQUGW.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,HORZO.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,TDAY1.mp4, 360x480 [SAR 1:1 DAR 3:4], 30 fps, 44100 Hz
Charades_v1_480,BKC9E.mp4, 480x270, 29.97 fps, 44100 Hz
Charades_v1_480,JK4Q2.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,HMA8E.mp4, 320x480 [SAR 1:1 DAR 2:3], 25 fps, 44100 Hz
Charades_v1_480,3DO95.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,SQKR0.mp4, 360x480 [SAR 1:1 DAR 3:4], 29.88 fps, 44100 Hz
Charades_v1_480,2E8GU.mp4, 270x480 [SAR 404:405 DAR 101:180], 30 fps, 44100 Hz
Charades_v1_480,ZZ2SF.mp4, 480x270 [SAR 1:1 DAR 16:9], 16.67 fps, 44100 Hz
Charades_v1_480,0NVG2.mp4, 480x270 [SAR 1:1 DAR 16:9], 24 fps, 44100 Hz
Charades_v1_480,TC749.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,J0JD1.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,WKME6.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,WL1DJ.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,3LMTS.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 29.89 fps, 44100 Hz
Charades_v1_480,H43VE.mp4, 270x480 [SAR 406:405 DAR 203:360], 16.56 fps, 44100 Hz
Charades_v1_480,9AFQ7.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,7XR13.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 29.64 fps, 44100 Hz
Charades_v1_480,MSVWC.mp4, 270x480 [SAR 1216:1215 DAR 76:135], 23.98 fps, 44100 Hz
Charades_v1_480,AZPOX.mp4, 480x320 [SAR 1:1 DAR 3:2], 23.98 fps, 44100 Hz
Charades_v1_480,H5RBY.mp4, 480x360, 30 fps, 48000 Hz
Charades_v1_480,UBUKL.mp4, 480x360 [SAR 1:1 DAR 4:3], 15 fps, 44100 Hz
Charades_v1_480,K1ADF.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.94 fps, 44100 Hz
Charades_v1_480,RFMRB.mp4, 480x270 [SAR 1:1 DAR 16:9], 16.64 fps, 44100 Hz
Charades_v1_480,EB1RG.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,36EK5.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,V0ZD9.mp4, 320x480 [SAR 1:1 DAR 2:3], 6.13 fps, 44100 Hz
Charades_v1_480,6AHD0.mp4, 270x480 [SAR 1:1 DAR 9:16], 29.92 fps, 48000 Hz
Charades_v1_480,SK6FW.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,46A6J.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,8HW76.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,UVPSZ.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.92 fps, 44100 Hz
Charades_v1_480,N513D.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,1VF27.mp4, 320x480 [SAR 1:1 DAR 2:3], 16.64 fps, 44100 Hz
Charades_v1_480,7FCAW.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,RRDAM.mp4, 480x270 [SAR 1281:1280 DAR 427:240], 29.97 fps, 44100 Hz
Charades_v1_480,MV0TX.mp4, 480x318 [SAR 1:1 DAR 80:53], 30 fps, 44100 Hz
Charades_v1_480,YK5A4.mp4, 360x480 [SAR 1:1 DAR 3:4], 24.04 fps, 44100 Hz
Charades_v1_480,U4W3C.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,TZR9Q.mp4, 480x272 [SAR 901:900 DAR 53:30], 29.97 fps, 44100 Hz
Charades_v1_480,GZMJK.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,OVYAC.mp4, 480x318 [SAR 1:1 DAR 80:53], 30 fps, 44100 Hz
Charades_v1_480,3ZKDY.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,UY7BK.mp4, 270x480 [SAR 406:405 DAR 203:360], 23.33 fps, 44100 Hz
Charades_v1_480,L2ZZB.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,C1A2T.mp4, 480x270 [SAR 1:1 DAR 16:9], 25 fps, 44100 Hz
Charades_v1_480,NQPM5.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,SCTNB.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,1E1EN.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,OL2QI.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,IV1S7.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,9LRJZ.mp4, 270x480 [SAR 404:405 DAR 101:180], 29.97 fps, 44100 Hz
Charades_v1_480,JTBXI.mp4, 270x480 [SAR 406:405 DAR 203:360], 29.43 fps, 44100 Hz
Charades_v1_480,F2T43.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.86 fps, 44100 Hz
Charades_v1_480,CNX6I.mp4, 270x480 [SAR 406:405 DAR 203:360], 12.44 fps, 44100 Hz
Charades_v1_480,ICQZX.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.86 fps, 44100 Hz
Charades_v1_480,RSFII.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,6CGRP.mp4, 270x480 [SAR 1:1 DAR 9:16], 29.75 fps, 44100 Hz
Charades_v1_480,001YG.mp4, 480x270, 29.97 fps, 44100 Hz
Charades_v1_480,RKGXU.mp4, 270x480 [SAR 1:1 DAR 9:16], 29 fps, 44100 Hz
Charades_v1_480,H1XBH.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.45 fps, 48000 Hz
Charades_v1_480,FNLLG.mp4, 270x480 [SAR 406:405 DAR 203:360], 30 fps, 44100 Hz
Charades_v1_480,7G34J.mp4, 480x270, 30 fps, 48000 Hz
Charades_v1_480,BFH78.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 48000 Hz
Charades_v1_480,WYCRK.mp4, 480x270 [SAR 1:1 DAR 16:9], 14.67 fps, 48000 Hz
Charades_v1_480,HSSOZ.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.42 fps, 44100 Hz
Charades_v1_480,OS7VW.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,X8AP2.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,IP2EA.mp4, 480x270 [SAR 1:1 DAR 16:9], 25 fps, 44100 Hz
Charades_v1_480,S7RGX.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,WENGZ.mp4, 480x270 [SAR 1:1 DAR 16:9], 30 fps, 44100 Hz
Charades_v1_480,3DLKC.mp4, 480x360 [SAR 1:1 DAR 4:3], 30 fps, 44100 Hz
Charades_v1_480,QVQNK.mp4, 480x270, 29.97 fps, 44100 Hz
Charades_v1_480,KO34N.mp4, 480x270 [SAR 1:1 DAR 16:9], 25 fps, 44100 Hz
Charades_v1_480,QEV60.mp4, 480x270 [SAR 1:1 DAR 16:9], 29.97 fps, 44100 Hz
Charades_v1_480,VQD0Z.mp4, 480x360 [SAR 1:1 DAR 4:3], 29.97 fps, 44100 Hz
Charades_v1_480,KVYOZ.mp4, 480x266 [SAR 3148:3147 DAR 251840:139517], 30 fps, 44100 Hz
